region,gender,age,education,race,uscitizen,maritalstatus,religion,religionattend,partyid,income,politics,hhsize,employstatus,extraversion,pextraversion,agreeableness,pagreeableness,conscientiousness,pconscientiousness,openness,popenness,neuroticism,pneuroticism,needforcognition,pneedforcognition,agency,pagency,communion,pcommunion,minimalism,pminimalism,bes,pbes,green,pgreen,crt2,pcrt2,fluid,pfluid,crystallized,pcrystallized,syllogism,psyllogism,actual,pactual,overconfidence,poverconfidence,overplacement,poverplacement,ultimatum_sender,pultimatum_sender,ultimatum_accepted,pultimatum_accepted,mentalaccounting,pmentalaccounting,socialdesirability,psocialdesirability,conscientiousness_w2,pconscientiousness_w2,anxiety,panxiety,hi,phi,hc,phc,vi,pvi,vc,pvc,finliteracy,pfinliteracy,numeracy,pnumeracy,deductive,pdeductive,forwardflow,pforwardflow,discount,pdiscount,presentbias,ppresentbias,riskaversion,priskaversion,lossaversion,plossaversion,trustgame_sender,ptrustgame_sender,trustgame_receiver,ptrustgame_receiver,rfs,prfs,sttw,psttw,depression,pdepression,cnfu,pcnfu,selfmonitor,pselfmonitor,scc,pscc,needforclosure,pneedforclosure,maximization,pmaximization,wason,pwason,dictator_sender,pdictator_sender
South,Female,30-49,Postgraduate,White,Yes,Married,Other,Seldom,Independent,"$100,000 or more",Moderate,4,Unemployed,3.625,79,2.778,7,4,53,4.2,74,3.25,71,4.5,92,5.833,76,6.5,34,3.167,37,3.65,35,4,68,2,59,3,88,9,100,11,100,25,97,9,31,12,93,40,65,83.333,70,100,100,5,48,8,100,15,77,3.75,25,3.75,45,2.5,45,4,64,6,91,6,61,4,100,0.888,97,5.05,53,0,52,0.328,81,0.398,13,40,61,40,42,4.5,29,15,71,5,38,1.583,20,1.923,4,4.583,83,3.333,37,2.833,34,2,65,40,81
West,Female,18-29,High school graduate,White,Yes,Never been married,Atheist,Never,Something else,"$75,000-$100,000",Very liberal,2,Unemployed,1.75,15,3.778,44,2.556,5,4.1,69,4,89,3.333,46,3.333,10,6.417,31,2.667,19,4.05,61,4.833,93,3,88,4,100,6,49,9,82,22,85,10,38,2,49,60,93,100,100,75,70,8,74,4,19,17,81,3.75,25,4,60,2.25,35,2.75,15,5,57,8,100,4,100,0.753,9,0.31,42,-0.008,19,0.189,68,0.39,12,60,77,58,92,3.9,7,13,62,7,45,2.917,69,2.385,22,4.083,63,3.4,42,2.5,18,3,96,60,97
South,Female,18-29,College graduate/some postgrad,Other,Yes,Living with a partner,Nothing in particular,Never,Democrat,"$30,000-$50,000",Liberal,3,Full-time employment,4.625,98,3.333,22,4.111,58,3.8,53,3.625,79,4.556,93,5.25,62,5.917,18,1.833,3,4.5,86,3.833,59,2,59,3,88,7,64,10,92,22,85,3,11,0,41,60,93,66.667,33,100,100,2,23,8,100,6,47,4.25,52,3.5,32,3.75,88,3.75,50,7,100,8,100,4,100,0.872,90,0,40,0,52,-0.092,17,None,None,100,100,29,19,5.9,95,10,39,7,45,2.75,64,3.231,87,4.333,72,4.067,82,2.667,26,2,65,40,81
Northeast,Male,30-49,College graduate/some postgrad,White,Yes,Married,Atheist,Never,Independent,"$100,000 or more",Liberal,4,Full-time employment,3.125,62,3.333,22,3.111,17,4.2,74,2.5,47,4.167,83,4.833,52,6.75,41,2.75,21,3.45,23,4.167,74,2,59,0,26,6,49,9,82,17,56,3,11,10,90,40,65,83.333,70,100,100,4,39,3,12,19,84,4.25,52,4,60,3.5,81,4.25,74,6,91,6,61,4,100,0.819,46,23416354.562,91,-0.217,1,0.5,91,None,None,100,100,45,66,5.6,87,17,80,17,77,2.833,66,2.923,64,3.833,55,3.067,24,3,45,2,65,40,81
South,Female,30-49,"Some college, no degree",Other,Yes,Married,Other,Seldom,Something else,"$75,000-$100,000",Moderate,2,Part-time employment,2.75,47,3.222,18,2.889,12,3.9,59,3.25,71,3.222,41,5.5,70,5.167,6,3.083,33,2.85,5,3.5,46,1,38,1,55,7,64,7,61,16,49,14,62,0,41,40,65,100,100,100,100,4,39,6,36,13,73,3.75,25,3.75,45,2.5,45,3,22,4,31,6,61,4,100,0.855,80,3895.671,74,-0.011,17,0.067,50,0.669,31,40,61,45,66,4.8,47,11,48,7,45,3.667,91,3.538,97,3.417,42,3.067,24,3.333,64,3,96,40,81
West,Male,30-49,College graduate/some postgrad,Hispanic,Yes,Never been married,Roman Catholic,Never,Democrat,"$50,000-$75,000",Liberal,2,Full-time employment,3.75,83,4.333,73,4.111,58,3.1,18,1.875,25,3.278,43,6.75,88,8.333,91,3.833,68,4.45,84,3.5,46,3,88,0,26,7,64,6,49,16,49,9,31,-5,21,40,65,83.333,70,75,70,6,58,7,53,0,12,3,7,4.25,72,2.25,35,4,64,7,100,8,100,4,100,0.844,72,0,40,0,52,0.489,90,None,None,100,100,55,89,4.6,35,16,75,1,15,1.667,23,2.538,33,4.833,91,3.333,37,3.333,64,2,65,40,81
West,Male,18-29,Associate's degree,Hispanic,Yes,Never been married,Agnostic,A few times a year,Independent,"$30,000-$50,000",Moderate,2,Full-time employment,3,57,3.778,44,2.889,12,3.5,36,3.25,71,4.722,96,6.667,87,8.833,98,4.333,88,4.55,88,3.667,52,0,12,1,55,7,64,6,49,14,35,21,91,3,55,60,93,83.333,70,100,100,7,66,4,19,12,70,5,100,4.5,83,3,65,4,64,6,91,3,20,4,100,0.797,29,4717.879,80,0.369,98,0.033,41,None,None,60,77,54,80,5.5,84,15,71,24,88,3.5,87,3.231,87,1.833,4,2.8,14,4.167,95,2,65,60,97
Northeast,Female,30-49,College graduate/some postgrad,Hispanic,Yes,Married,Other,Seldom,Independent,"$50,000-$75,000",Moderate,3,Full-time employment,4.25,93,4.222,68,4.333,67,3.8,53,1.875,25,3.722,64,6,78,8.333,91,4.083,80,4.45,84,5,100,2,59,0,26,1,4,6,49,9,8,12,50,0,41,100,100,100,100,50,32,1,18,8,100,3,32,4.5,67,3.75,45,3.75,88,5,100,6,91,7,80,3,15,0.865,87,0,40,0,52,-0.044,23,None,None,60,77,78,98,5.3,76,13,62,6,41,2.25,43,2.769,52,4.25,69,4,79,2.833,34,2,65,100,100
West,Male,18-29,Associate's degree,Hispanic,Yes,Never been married,Agnostic,Seldom,Democrat,"$75,000-$100,000",Very liberal,4,Full-time employment,1,1,4.222,68,4,53,3.7,46,4.625,98,1,0,3.667,17,6.833,45,3.667,60,4.95,99,1,2,2,59,0,26,8,82,5,32,15,42,11,43,1,43,60,93,66.667,33,25,9,5,48,8,100,33,97,5,100,3,14,1.5,11,2.5,11,6,91,3,20,4,100,0.853,79,4445.729,77,0.097,79,0.261,76,None,None,60,77,0,7,3.9,7,7,10,30,94,1,4,1.923,4,4.583,83,4.667,98,1.333,1,3,96,60,97
South,Male,65+,"Some college, no degree",White,Yes,Divorced,Protestant,Never,Independent,"$50,000-$75,000",Moderate,1,Self-employed,3.625,79,3.556,32,4,53,2.9,12,2.625,51,2.444,14,4.583,44,6.417,31,2.667,19,3.5,26,3.167,35,2,59,0,26,4,27,8,71,14,35,11,43,0,41,40,65,83.333,70,100,100,0,13,8,100,2,25,4.5,67,3.75,45,3,65,4.75,93,4,31,6,61,3,15,0.884,95,None,None,None,None,None,None,None,None,40,61,42,46,5.8,93,8,18,5,38,2.75,64,2.615,39,3.167,36,3.933,75,3.5,73,2,65,40,81
South,Female,50-64,Associate's degree,White,Yes,Married,Nothing in particular,Never,Republican,"$100,000 or more",Conservative,2,Full-time employment,2.5,37,4.667,87,4.889,92,3.7,46,2.625,51,3.667,61,4.083,30,7.25,59,3.917,72,4.8,97,2.5,20,3,88,1,55,8,82,7,61,19,69,12,50,-4,23,40,65,83.333,70,100,100,10,88,8,100,14,75,3.75,25,4.75,91,2.5,45,4.75,93,5,57,7,80,4,100,0.825,53,0,40,0,52,-0.178,10,None,None,40,61,41,43,4.7,41,18,86,9,54,1,4,2.615,39,3.25,38,4.2,87,3,45,3,96,40,81
South,Female,30-49,High school graduate,White,Yes,Married,Nothing in particular,Never,Democrat,"$30,000-$50,000",Liberal,4,Full-time employment,3.25,67,4.111,62,4.333,67,4.5,87,3.875,86,3.167,38,5.167,61,5.583,12,4.667,95,4.2,70,4.667,90,2,59,1,55,8,82,6,49,17,56,21,91,3,55,40,65,100,100,50,32,5,48,6,36,23,90,4.25,52,4.75,91,2.5,45,5,100,5,57,8,100,4,100,0.834,62,356.598,67,0.056,71,0.05,43,None,None,100,100,51,75,5.1,65,21,97,7,45,1,4,2,6,3.75,53,4.467,95,4.5,99,3,96,40,81
West,Male,50-64,"Some college, no degree",White,Yes,Never been married,Agnostic,Never,Democrat,"Less than $30,000",Liberal,3,Unemployed,2.125,26,4.556,84,3.556,32,4.6,92,2.25,37,4.389,89,3,5,7.5,68,4.25,86,4.85,98,5,100,4,100,3,88,7,64,6,49,20,74,8,27,-5,21,60,93,66.667,33,75,70,8,74,8,100,1,19,3.75,25,4.75,91,1.25,6,4.5,84,6,91,7,80,4,100,0.83,58,-0.333,3,0.042,66,0.411,86,None,None,100,100,36,35,5.1,65,9,29,10,57,1.417,16,2.846,58,3.583,47,2.8,14,2.167,7,2,65,40,81
West,Female,50-64,College graduate/some postgrad,White,Yes,Divorced,Agnostic,Never,Independent,"$50,000-$75,000",Very liberal,2,Full-time employment,3.625,79,4.222,68,3.222,21,4.7,95,3.25,71,3.778,66,5.5,70,6.333,29,3.083,33,4.3,76,4,68,3,88,0,26,8,82,7,61,18,63,13,56,-3,26,40,65,83.333,70,100,100,1,18,6,36,33,97,5,100,5,100,3.75,88,1.25,1,6,91,8,100,4,100,0.828,56,1046410.855,87,-0.025,14,0.022,39,None,None,40,61,45,66,5.4,81,14,67,37,98,3.583,89,3.077,76,2.083,8,4.533,96,4.5,99,4,100,0,11
South,Female,65+,College graduate/some postgrad,Black,Yes,Never been married,Other,Once a week,Democrat,"$30,000-$50,000",Moderate,1,Retired,3.125,62,4.889,95,5,100,3.7,46,1.125,7,2.444,14,4.417,40,8.5,93,4.167,82,3.55,29,3,31,3,88,2,71,6,49,9,82,20,74,11,43,2,49,40,65,100,100,50,32,11,93,8,100,0,12,5,100,4.75,91,2.5,45,3.5,40,5,57,5,47,2,6,0.818,45,4381.928,76,0,52,0,36,None,None,40,61,23,13,4.8,47,8,18,2,21,2.167,41,2.846,58,4.917,93,4.133,85,2.667,26,3,96,40,81
Northeast,Female,50-64,College graduate/some postgrad,White,Yes,Never been married,Nothing in particular,Never,Democrat,"$30,000-$50,000",Very liberal,2,Part-time employment,2.875,52,4.556,84,4.222,62,4.3,78,3.75,83,2,7,2.583,2,7.417,65,4.333,88,4.25,73,4.333,81,3,88,3,88,7,64,9,82,22,85,13,56,3,55,40,65,100,100,100,100,4,39,8,100,5,42,4.25,52,4.5,83,1.5,11,3.75,50,4,31,6,61,4,100,0.83,58,4.826,52,0.033,64,0.256,75,1.043,71,40,61,45,66,4.9,53,17,80,17,77,1.167,8,3,70,4.167,66,3.267,34,2.333,12,2,65,40,81
South,Male,18-29,"Some college, no degree",White,Yes,Never been married,Other,Seldom,Independent,"$100,000 or more",Liberal,4,Unemployed,2.125,26,3,11,2.444,4,3.6,41,4.375,95,2.833,24,6.917,90,7.083,54,2.25,8,3.65,35,3.167,35,0,12,1,55,8,82,9,82,18,63,12,50,9,85,60,93,83.333,70,100,100,1,18,2,8,6,47,4,40,3.25,22,4.5,98,3.5,40,6,91,8,100,4,100,0.844,71,1046843.519,88,0.178,90,0.106,55,0.863,43,40,61,33,29,4.8,47,21,97,28,92,3.667,91,2.846,58,1.5,1,3.267,34,4.167,95,2,65,20,18
Northeast,Female,18-29,College graduate/some postgrad,White,Yes,Never been married,Jewish,A few times a year,Republican,"$30,000-$50,000",Conservative,More than 4,Part-time employment,3.375,71,3.889,49,3.778,41,3,15,2.25,37,2.389,13,8.167,98,8.5,93,3.917,72,3.5,26,1.833,9,3,88,1,55,8,82,7,61,19,69,-4,3,-20,1,40,65,83.333,70,75,70,5,48,8,100,5,42,4.5,67,4,60,4.25,97,5,100,6,91,8,100,4,100,0.802,32,0,40,0,52,0.072,50,None,None,20,25,37,37,5,60,20,94,4,32,1.583,20,3.385,93,3.667,50,2.733,12,2.5,18,2,65,20,18
West,Male,18-29,High school graduate,Hispanic,Yes,Never been married,Other,A few times a year,Democrat,"$50,000-$75,000",Moderate,More than 4,Part-time employment,3.5,75,4.556,84,3.222,21,3.2,22,2.375,42,2.833,24,7.5,95,8,85,3.75,64,3.4,21,4,68,2,59,0,26,1,4,4,11,7,2,23,95,10,90,60,93,66.667,33,50,32,8,74,5,26,10,64,4.5,67,4.75,91,3.75,88,4.75,93,3,15,3,20,0,0,0.796,28,20772.845,86,-0.09,5,-0.367,2,None,None,60,77,38,39,5.5,84,19,90,22,85,3.5,87,3.308,91,2.833,26,3.867,71,3.5,73,3,96,60,97
South,Male,65+,Postgraduate,White,Yes,Married,Protestant,Once a week,Republican,"$100,000 or more",Conservative,More than 4,Full-time employment,4.75,99,5,100,5,100,4.3,78,1,4,4.778,98,8.083,98,8.667,96,4.5,92,3.7,38,4.667,90,1,38,1,55,4,27,5,32,11,17,26,98,2,49,40,65,100,100,100,100,8,74,8,100,0,12,5,100,5,100,4.75,99,5,100,2,5,8,100,4,100,0.805,33,405.385,70,-0.005,20,0.3,79,None,None,40,61,43,48,6.1,97,8,18,0,9,3.167,78,2.462,27,3.833,55,2.6,9,2.167,7,2,65,40,81
South,Male,65+,Postgraduate,Black,Yes,Married,Protestant,Once a week,Republican,"$100,000 or more",Very conservative,More than 4,Full-time employment,4.125,92,4.444,78,4.889,92,4.1,69,1.125,7,3,30,7.25,93,7,51,3.917,72,3.5,26,4.167,74,1,38,1,55,1,4,5,32,8,4,22,93,15,96,100,100,100,100,75,70,11,93,8,100,15,77,3.5,17,4,60,4.25,97,4.25,74,2,5,0,1,3,15,0.765,13,1501199876836575.75,97,0.009,54,0.494,90,None,None,60,77,73,98,5.4,81,8,18,2,21,2.917,69,3,70,2.583,20,2.533,8,4.167,95,2,65,40,81
South,Female,50-64,Associate's degree,White,Yes,Married,Protestant,Never,Republican,"$30,000-$50,000",Very conservative,2,Self-employed,3.25,67,3.889,49,3.333,24,3.2,22,1.75,21,2.944,27,3.5,13,5.917,18,3.833,68,3.3,17,1.333,4,3,88,0,26,4,27,5,32,12,23,24,96,1,43,40,65,100,100,75,70,9,81,7,53,1,19,3.25,11,3,14,3,65,2.75,15,5,57,5,47,4,100,0.877,93,0,40,0,52,-0.067,19,None,None,20,25,45,66,4.4,24,12,57,4,32,2,33,2.769,52,4.667,86,2.867,16,2.5,18,2,65,40,81
West,Male,30-49,"Some college, no degree",Black,Yes,Never been married,Nothing in particular,Never,Independent,"$100,000 or more",Moderate,4,Unemployed,1,1,3.222,18,2,1,2.1,3,4.875,99,2.944,27,3.917,24,6.917,48,3.917,72,2.85,5,2.167,14,3,88,4,100,7,64,8,71,22,85,3,11,4,60,40,65,83.333,70,100,100,6,58,1,4,3,32,3.75,25,3.5,32,3.25,73,4.75,93,6,91,7,80,4,100,0.755,10,0,40,0,52,0.189,68,None,None,100,100,45,66,4.2,15,8,18,17,77,1.25,11,2.385,22,2.75,24,4.4,93,3.667,81,4,100,40,81
South,Female,30-49,College graduate/some postgrad,Hispanic,Yes,Married,Other,Never,Democrat,"$100,000 or more",Liberal,4,Full-time employment,2.75,47,4,56,3.222,21,2.4,5,3.125,68,1.556,3,5.833,76,7,51,3.833,68,4.65,92,1.833,9,3,88,1,55,2,10,10,92,16,49,-1,5,0,41,40,65,100,100,75,70,6,58,3,12,6,47,4.25,52,1.75,1,3.75,88,3.5,40,6,91,8,100,4,100,0.817,44,16750.144,85,0.09,78,-0.244,6,None,None,100,100,43,48,4.6,35,10,39,4,32,1.083,6,2.846,58,4,61,4,79,3.833,87,2,65,40,81
Midwest,Female,30-49,Less than high school,White,Yes,Never been married,Atheist,Never,Democrat,"$30,000-$50,000",Very liberal,2,Unemployed,1.25,5,3.556,32,2.667,7,4.2,74,4.625,98,3.556,55,3.417,11,6.75,41,2.5,14,3.7,38,4.167,74,3,88,4,100,9,100,7,61,23,90,7,23,2,49,60,93,100,100,100,100,6,58,1,4,24,91,4,40,3.75,45,2,25,2.25,7,6,91,7,80,4,100,0.857,82,0,40,0,52,0.3,79,2.449,97,60,77,55,89,4.9,53,5,2,40,99,3.167,78,2.846,58,2.167,10,3.267,34,4,92,3,96,60,97
South,Male,18-29,High school graduate,Hispanic,Yes,Never been married,Roman Catholic,A few times a year,Republican,"$50,000-$75,000",Conservative,4,Full-time employment,3.75,83,3.333,22,4.556,77,3.6,41,1.375,11,3.833,69,7.75,96,7.917,82,3.75,64,3,9,3.667,52,2,59,1,55,4,27,7,61,14,35,13,56,7,79,60,93,66.667,33,50,32,10,88,8,100,0,12,4.25,52,4.25,72,3.5,81,4,64,5,57,6,61,4,100,0.8,30,352.717,67,0.014,56,0.083,52,None,None,40,61,45,66,5,60,8,18,0,9,3,72,3.385,93,4.5,79,2.667,11,2.333,12,2,65,40,81
South,Female,30-49,College graduate/some postgrad,White,Yes,Never been married,Agnostic,Seldom,Democrat,"$30,000-$50,000",Liberal,4,Self-employed,2,22,3.556,32,3.667,37,3.2,22,3.875,86,2.722,20,5.333,65,6.417,31,3.333,45,4.05,61,3.167,35,2,59,3,88,5,37,10,92,20,74,8,27,-2,29,60,93,100,100,75,70,0,13,8,100,13,73,3.75,25,2.75,8,2.75,55,2.75,15,1,2,5,47,4,100,0.854,80,None,None,None,None,None,None,None,None,60,77,55,89,4.4,24,7,10,18,79,2.167,41,2.385,22,2.75,24,3.467,46,3.167,55,2,65,60,97
Midwest,Female,30-49,College graduate/some postgrad,Other,Yes,Never been married,Other,Once or twice a month,Independent,"$30,000-$50,000",Moderate,1,Full-time employment,4.375,95,5,100,4.333,67,4.6,92,1.375,11,1.444,2,5.333,65,8.25,90,4.583,94,3.7,38,3.167,35,0,12,1,55,4,27,3,3,8,4,12,50,-15,3,0,6,100,100,50,32,11,93,6,36,6,47,4.25,52,5,100,1,3,4.25,74,2,5,2,11,4,100,0.818,45,1501199898160131.25,97,-0.081,6,0.394,85,None,None,0,13,13,9,5.1,65,16,75,18,79,3.25,81,2.462,27,3.917,58,2.133,3,2.667,26,2,65,0,11
South,Female,30-49,Associate's degree,White,Yes,Married,Agnostic,Never,Democrat,"Less than $30,000",Liberal,2,Part-time employment,1.75,15,4.222,68,3.333,24,3.7,46,3.5,77,3.611,58,3.417,11,6.75,41,2.667,19,4.45,84,4.167,74,3,88,4,100,9,100,11,100,27,100,11,43,1,43,60,93,83.333,70,75,70,9,81,4,19,10,64,4.25,52,4,60,1.75,17,3,22,4,31,6,61,4,100,0.828,56,0,40,0,52,-0.111,15,None,None,60,77,44,50,5,60,11,48,10,57,2.083,38,2.385,22,3,31,3.667,59,3.167,55,2,65,60,97
Midwest,Male,18-29,High school graduate,Black,Yes,Never been married,Atheist,Never,Democrat,"Less than $30,000",Liberal,3,Unemployed,2.875,52,3.444,27,2.444,4,4.5,87,2.875,60,4.5,92,6.25,83,7.333,62,3.083,33,4.6,90,1.333,4,3,88,0,26,5,37,10,92,18,63,12,50,5,72,40,65,100,100,100,100,4,39,4,19,1,19,5,100,3.5,32,4.25,97,3.25,29,3,15,7,80,4,100,0.825,53,1054306.758,90,0.164,89,-0.044,23,None,None,0,13,45,66,6,96,7,10,18,79,2.083,38,3,70,1.25,1,4.133,85,2.5,18,2,65,0,11
West,Female,50-64,Associate's degree,White,Yes,Divorced,Atheist,Never,Democrat,"$50,000-$75,000",Very liberal,2,Unemployed,3.75,83,4.111,62,3.111,17,4.1,69,2.625,51,3.944,74,6.167,81,7.333,62,2.417,12,4,58,3.833,59,2,59,1,55,5,37,5,32,13,29,-3,4,-30,0,40,65,83.333,70,50,32,7,66,3,12,31,96,3.25,11,3,14,3,65,3.5,40,5,57,5,47,4,100,0.79,24,20772.845,86,-0.05,10,None,None,None,None,40,61,45,66,6.2,98,13,62,29,93,2.583,57,3.462,96,1.833,4,4.333,92,3.667,81,3,96,40,81
West,Male,50-64,College graduate/some postgrad,White,Yes,Never been married,Roman Catholic,Never,Democrat,"$100,000 or more",Moderate,1,Full-time employment,3,57,5,100,5,100,4.2,74,2,29,4.444,90,8.083,98,8.917,98,4.5,92,4.55,88,4.667,90,1,38,1,55,7,64,10,92,19,69,21,91,10,90,100,100,16.667,1,100,100,2,23,8,100,2,25,4.75,82,4.5,83,3,65,4.5,84,6,91,8,100,4,100,0.806,35,13.717,56,0.001,52,None,None,None,None,100,100,73,98,5.4,81,11,48,1,15,2.667,61,3.462,96,4.667,86,3.467,46,4,92,4,100,40,81
Midwest,Female,30-49,"Some college, no degree",White,Yes,Married,Protestant,Never,Independent,"$30,000-$50,000",Moderate,3,Self-employed,1,1,3.222,18,3,15,2.1,3,3.75,83,1.222,1,3.917,24,7.333,62,2.833,23,3.85,48,3.5,46,3,88,3,88,4,27,5,32,15,42,13,56,-3,26,40,65,83.333,70,100,100,0,13,6,36,15,77,4.75,82,3.25,22,2.25,35,3.5,40,6,91,6,61,4,100,0.77,15,90.628,63,0.006,52,0.356,84,None,None,40,61,21,12,4.2,15,9,29,16,74,3,72,3,70,2.667,22,3.8,67,3.5,73,2,65,40,81
Midwest,Male,50-64,Postgraduate,White,Yes,Married,Orthodox,Once or twice a month,Republican,"$100,000 or more",Very conservative,4,Part-time employment,3.375,71,4.222,68,3.778,41,3.3,26,2,29,3.111,35,7.583,95,7.5,68,3.917,72,3.55,29,4.333,81,4,100,2,71,9,100,11,100,26,99,-1,5,-5,21,0,6,66.667,33,50,32,9,81,7,53,18,83,3.25,11,4,60,3.75,88,4.25,74,6,91,8,100,4,100,0.798,29,39.955,59,-0.012,17,0,36,None,None,20,25,17,10,4.6,35,9,29,0,9,3.5,87,3,70,2.5,17,3.6,54,3.833,87,2,65,40,81
Midwest,Male,30-49,"Some college, no degree",White,Yes,Separated,Agnostic,Never,Democrat,"$50,000-$75,000",Liberal,1,Full-time employment,3.75,83,2.667,6,4.111,58,3.7,46,4.25,94,4.056,79,5.167,61,5.917,18,1.833,3,3.25,15,4.167,74,1,38,3,88,9,100,10,92,23,90,17,78,19,98,40,65,83.333,70,50,32,2,23,8,100,11,67,4.25,52,3.5,32,2.75,55,4.25,74,6,91,8,100,4,100,0.754,10,0,40,0,52,0.1,54,0.546,25,100,100,46,69,4.7,41,12,57,12,64,2.833,66,1.846,3,2,7,3.6,54,3.667,81,3,96,40,81
South,Female,65+,Postgraduate,White,Yes,Married,Protestant,More than once a week,Independent,"$100,000 or more",Moderate,2,Retired,4.125,92,4.556,84,4.556,77,4.4,83,1.875,25,3.722,64,3.5,13,7.75,77,4.333,88,4.55,88,3.5,46,4,100,1,55,8,82,6,49,19,69,1,8,0,41,40,65,100,100,100,100,6,58,8,100,1,19,4.75,82,5,100,1.5,11,3.5,40,5,57,7,80,4,100,0.821,49,0,40,0.219,93,0.067,50,0.877,48,40,61,55,89,4.6,35,10,39,12,64,3.083,75,2.923,64,5,100,4.667,98,4.167,95,2,65,40,81
Midwest,Female,18-29,"Some college, no degree",White,Yes,Never been married,Roman Catholic,Once a week,Democrat,"Less than $30,000",Very liberal,3,Self-employed,1.625,12,4.556,84,3.222,21,4.2,74,4,89,3.722,64,5.083,59,8.083,86,3.417,48,4.45,84,5,100,3,88,3,88,5,37,8,71,19,69,-4,3,2,49,40,65,100,100,75,70,0,13,7,53,35,98,4,40,4.25,72,1.75,17,2.25,7,3,15,8,100,4,100,0.776,17,None,None,None,None,None,None,None,None,60,77,55,89,5,60,9,29,32,95,4,95,3.231,87,1.833,4,4.4,93,4.167,95,2,65,40,81
Midwest,Female,30-49,Postgraduate,White,Yes,Married,Atheist,Never,Democrat,"$50,000-$75,000",Very liberal,4,Full-time employment,4.5,96,3.444,27,3.889,47,4.3,78,2.75,56,3.889,72,5.5,70,5.333,8,2.333,11,3.95,55,4.5,86,2,59,3,88,9,100,7,61,21,80,17,78,12,93,40,65,83.333,70,100,100,1,18,7,53,6,47,5,100,4,60,2.5,45,3.75,50,6,91,8,100,4,100,0.829,56,455.134,71,-0.081,6,0.556,94,None,None,40,61,43,48,5.4,81,7,10,23,87,3.5,87,3.154,82,1.833,4,4.267,89,3.833,87,2,65,40,81
Northeast,Male,50-64,College graduate/some postgrad,White,Yes,Married,Other,Never,Republican,"$100,000 or more",Very conservative,2,Full-time employment,3.375,71,3.111,14,4.778,87,5,100,1.375,11,4.833,98,2.667,2,5.5,11,3.25,41,2.35,1,1.667,7,4,100,3,88,7,64,10,92,24,94,-4,3,5,72,0,6,100,100,100,100,11,93,8,100,0,12,5,100,3,14,2.5,45,3,22,6,91,8,100,4,100,0.807,36,4823.011,83,0.139,87,0.667,100,0.727,36,0,13,0,7,5.3,76,4,1,1,15,1,4,2.923,64,4.667,86,2.933,18,2,5,3,96,0,11
South,Female,50-64,Associate's degree,White,Yes,Widowed,Protestant,Seldom,Republican,"Less than $30,000",Conservative,1,Unemployed,2.875,52,3.444,27,3.667,37,4.2,74,2.625,51,2.722,20,3.583,15,7.583,71,2.833,23,3.65,35,3.667,52,2,59,1,55,8,82,7,61,18,63,12,50,12,93,40,65,66.667,33,100,100,9,81,6,36,14,75,4.75,82,3.75,45,1.5,11,3.75,50,4,31,3,20,4,100,0.835,63,0,40,0,52,-0.111,15,None,None,40,61,41,43,3.9,7,18,86,16,74,4.25,98,2.769,52,3.917,58,3.667,59,2.5,18,2,65,40,81
West,Female,50-64,Associate's degree,White,Yes,Married,Other,Never,Independent,"$75,000-$100,000",Moderate,2,Full-time employment,2.625,42,3.111,14,4.444,72,4.9,99,2.5,47,4.889,99,4,27,5.417,10,3.333,45,4.35,78,5,100,2,59,3,88,6,49,5,32,16,49,19,87,0,41,40,65,83.333,70,100,100,1,18,8,100,16,79,4.75,82,3,14,3,65,1.75,3,6,91,3,20,4,100,0.839,67,0,40,0,52,0.167,64,0.411,13,40,61,38,39,5.2,71,16,75,14,69,4.583,99,3.462,96,4.667,86,3,21,3.833,87,2,65,40,81
West,Male,50-64,College graduate/some postgrad,Black,Yes,Married,Roman Catholic,More than once a week,Democrat,"$50,000-$75,000",Liberal,4,Full-time employment,3.5,75,4.778,92,5,100,3.6,41,1.375,11,3.5,53,7.5,95,6.5,34,3.833,68,3.55,29,4.5,86,4,100,0,26,9,100,10,92,23,90,14,62,11,91,40,65,66.667,33,0,1,13,100,8,100,1,19,4.75,82,4.25,72,3.5,81,3.75,50,6,91,8,100,4,100,0.842,70,0.266,40,0.394,99,0.194,68,None,None,40,61,32,24,6.1,97,7,10,0,9,2.5,54,2.615,39,3.917,58,3.067,24,2.5,18,4,100,40,81
South,Male,50-64,Postgraduate,Hispanic,Yes,Married,Roman Catholic,Once a week,Republican,"$100,000 or more",Conservative,More than 4,Full-time employment,4.125,92,4.222,68,4,53,4.3,78,1.5,15,4.667,96,6.167,81,8.333,91,3.667,60,3.5,26,4,68,1,38,1,55,8,82,10,92,20,74,10,38,10,90,60,93,66.667,33,100,100,5,48,8,100,0,12,3.5,17,5,100,1.75,17,4.25,74,6,91,8,100,4,100,0.789,23,0,40,0,52,0,36,0.888,55,40,61,64,95,4.8,47,10,39,0,9,1.667,23,2.538,33,4.25,69,2.733,12,2,5,2,65,60,97
